GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-69847980,SushiGo,3,GAME_OVER,60,0,2,380,Basic MCTS,59.0,72.0,RandomPlayer,2,Basic MCTS,2,1,1,RandomPlayer,RandomPlayer,Basic MCTS,0
-262773979,SushiGo,3,GAME_OVER,60,0,2,381,SushigoAgentBKP,69.0,41.0,Basic MCTS,1,SushigoAgentBKP,1,2,2,Basic MCTS,Basic MCTS,SushigoAgentBKP,1
1864556018,SushiGo,3,GAME_OVER,61,0,2,382,SushigoAgentBKP,56.0,36.0,RandomPlayer,1,SushigoAgentBKP,1,2,2,RandomPlayer,RandomPlayer,SushigoAgentBKP,1
1827839868,SushiGo,3,GAME_OVER,63,0,2,383,Basic MCTS,41.0,89.0,RandomPlayer,2,Basic MCTS,2,1,1,RandomPlayer,RandomPlayer,Basic MCTS,0
-1501271396,SushiGo,3,GAME_OVER,62,0,2,384,SushigoAgentBKP,46.0,51.0,RandomPlayer,2,SushigoAgentBKP,2,1,1,RandomPlayer,RandomPlayer,SushigoAgentBKP,0
-1811643888,SushiGo,3,GAME_OVER,62,0,2,385,Basic MCTS,33.0,66.0,SushigoAgentBKP,2,Basic MCTS,2,1,1,SushigoAgentBKP,SushigoAgentBKP,Basic MCTS,0
829904959,SushiGo,3,GAME_OVER,60,0,2,386,Basic MCTS,42.0,70.0,SushigoAgentBKP,2,Basic MCTS,2,1,1,SushigoAgentBKP,SushigoAgentBKP,Basic MCTS,0
1484916497,SushiGo,3,GAME_OVER,60,0,2,387,RandomPlayer,73.0,41.0,Basic MCTS,1,RandomPlayer,1,2,2,Basic MCTS,Basic MCTS,RandomPlayer,1
1460767789,SushiGo,3,GAME_OVER,60,0,2,388,RandomPlayer,60.0,57.0,SushigoAgentBKP,1,RandomPlayer,1,2,2,SushigoAgentBKP,SushigoAgentBKP,RandomPlayer,1
-868107298,SushiGo,3,GAME_OVER,60,0,2,389,Basic MCTS,35.0,65.0,SushigoAgentBKP,2,Basic MCTS,2,1,1,SushigoAgentBKP,SushigoAgentBKP,Basic MCTS,0
1118813158,SushiGo,3,GAME_OVER,61,0,2,390,RandomPlayer,46.0,62.0,SushigoAgentBKP,2,RandomPlayer,2,1,1,SushigoAgentBKP,SushigoAgentBKP,RandomPlayer,0
